Page URL,Image URL,Make,Model,Year of launch,Category,Rating,Price as new MSRP,Displacement cm3,Engine type,Engine details,Power PS,Power rpm,Torque Nm,Torque rpm,Top speed kmph,1/4 mil sec,0-100 km/h sec,60-140 km/h sec,Max RPM,Compression,Bore x stroke mm,Valves per cylinder,Fuel system,Fuel control,Ignition,Lubrication system,Cooling system,Gearbox,Transmission type final drive,Clutch,Driveline,Fuel consumption litres / 100 km,Greenhouse gases CO2 g/km,Emission details,Exhaust system,Frame type,Rake fork angle,Trail,Front suspension,Front wheel travel mm,Rear suspension,Rear wheel travel mm,Front tyre,Rear tyre,Front brakes,Front brakes diameter mm,Rear brakes,Rear brakes diameter mm,Wheels,Seat,Dry weight kg,Weight incl oil gas etc kg,Power/weight ratio HP/kgP,Seat height mm,Alternate seat height mm,Front percentage of weight,Rear percentage of weight,Overall height mm,Overall length mm,Overall width mm,Ground clearance mm,Wheelbase mm,Fuel capacity litres,Reserve fuel capacity litres,Oil capacity litres,Color options,Starter,Instruments,Electrical,Light,Carrying capacity,Factory warranty,Comments,Modifications compared to previous model
https://bikez.com/motorcycles/bmw_k_100_1984.php,https://bikez.com/pictures/bmw/1984/k 100.jpg,BMW,BMW K 100,1984,Sport touring,67.3 out of 100. Show full rating and compare with other bikes,,987,,"In-line four, four-stroke",90,8000,,,218,,,,,10.2:1,67.0 x 70.0,2,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,100/90-18 ,130/90-17 ,Dual disc,,Single disc,,,,,243,,,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_100_1983.php,https://bikez.com/pictures/bmw/1983/k 100.jpg,BMW,BMW K 100,1983,Touring,70.1 out of 100. Show full rating and compare with other bikes,,987,,"In-line four, four-stroke",90,8000,,,218,,,,,10.2:1,67.0 x 70.0,2,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,100/90-18 ,130/90-17 ,Dual disc,,Single disc,,,,,243,,,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_100_lt_1991.php,https://bikez.com/pictures/bmw/1991/k 100 lt.jpg,BMW,BMW K 100 LT,1991,Touring,70 out of 100. Show full rating and compare with other bikes,,987,,"In-line four, four-stroke",90,8000,,,215,,,,,10.2:1,67.0 x 70.0,2,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,100/90-18 ,130/90-17 ,Dual disc,,Single disc,,,,,273,,,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_100_lt_1990.php,https://bikez.com/pictures/bmw/1990/k 100 lt.jpg,BMW,BMW K 100 LT,1990,Touring,69.9 out of 100. Show full rating and compare with other bikes,,987,,"In-line four, four-stroke",90,8000,,,215,,,,,10.2:1,67.0 x 70.0,2,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,100/90-18 ,130/90-17 ,Dual disc,,Single disc,,,,,273,,,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_100_lt_1989.php,https://bikez.com/pictures/bmw/1989/k 100 lt.jpg,BMW,BMW K 100 LT,1989,Touring,72.3 out of 100. Show full rating and compare with other bikes,,987,,"In-line four, four-stroke",90,8000,,,215,,,,,10.2:1,67.0 x 70.0,2,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,100/90-18 ,130/90-17 ,Dual disc,,Single disc,,,,,273,,,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_100_lt_1988.php,https://bikez.com/pictures/bmw/1988/k 100 lt.jpg,BMW,BMW K 100 LT,1988,Touring,69.4 out of 100. Show full rating and compare with other bikes,,987,,"In-line four, four-stroke",90,8000,,,215,,,,,10.2:1,67.0 x 70.0,2,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,100/90-18 ,130/90-17 ,Dual disc,,Single disc,,,,,273,,,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_100_lt_1987.php,https://bikez.com/pictures/bmw/1987/k 100 lt.jpg,BMW,BMW K 100 LT,1987,Touring,70.7 out of 100. Show full rating and compare with other bikes,,987,,"In-line four, four-stroke",90,8000,,,215,,,,,10.2:1,67.0 x 70.0,2,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,100/90-18 ,130/90-17 ,Dual disc,,Single disc,,,,,273,,,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_100_lt_1986.php,,BMW,BMW K 100 LT,1986,Touring,71.9 out of 100. Show full rating and compare with other bikes,,987,,"In-line four, four-stroke",90,8000,,,215,,,,,10.2:1,67.0 x 70.0,2,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,100/90-18 ,130/90-17 ,Dual disc,,Single disc,,,,,273,,,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_100_lt_limited_edition_1991.php,,BMW,BMW K 100 LT Limited Edition,1991,Touring,69 out of 100. Show full rating and compare with other bikes,,987,,"In-line four, four-stroke",90,8000,,,215,,,,,10.2:1,67.0 x 70.0,2,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,110/80-18 ,140/80-17 ,Dual disc,,Single disc,,,,,283,,,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_100_rs_1992.php,https://bikez.com/pictures/bmw/1992/k 100 rs.jpg,BMW,BMW K 100 RS,1992,Sport touring,65.8 out of 100. Show full rating and compare with other bikes,,987,,"In-line four, four-stroke",100,,,,230,,,,10000,,,4,Injection,,,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,,,Double disc,,,,,,,,,,,,,,,,,,,,,,Electric,,,,,,,
https://bikez.com/motorcycles/bmw_k_100_rs_1991.php,https://bikez.com/pictures/bmw/1991/k 100 rs.jpg,BMW,BMW K 100 RS,1991,Sport touring,71.8 out of 100. Show full rating and compare with other bikes,,987,,"In-line four, four-stroke",100,8000,,,225,,,,,11.0:1,67.0 x 70.0,4,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,120/70-17 ,160/60-18 ,Dual disc,,Single disc,,,,,277,,,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_100_rs_1990.php,https://bikez.com/pictures/bmw/1990/k 100 rs.jpg,BMW,BMW K 100 RS,1990,Sport touring,70.2 out of 100. Show full rating and compare with other bikes,,987,,"In-line four, four-stroke",100,8000,,,225,,,,,11.0:1,67.0 x 70.0,4,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,120/10-17 ,160/60-18 ,Dual disc,,Single disc,,,,,277,,,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_100_rs_1989.php,https://bikez.com/pictures/bmw/1989/k 100 rs.jpg,BMW,BMW K 100 RS,1989,Sport touring,72.1 out of 100. Show full rating and compare with other bikes,,987,,"In-line four, four-stroke",90,8000,,,222,,,,,10.2:1,67.0 x 70.0,2,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,100/90-18 ,130/90-17 ,Dual disc,,Single disc,,,,,260,,,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_100_rs_1988.php,https://bikez.com/pictures/bmw/1988/k 100 rs.jpg,BMW,BMW K 100 RS,1988,Classic,69.7 out of 100. Show full rating and compare with other bikes,,987,,"In-line four, four-stroke",90,8000,,,222,,,,,10.2:1,67.0 x 70.0,2,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,100/90-18 ,130/90-17 ,Dual disc,,Single disc,,,,,260,,,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_100_rs_1987.php,https://bikez.com/pictures/bmw/1987/k 100 rs.jpg,BMW,BMW K 100 RS,1987,Sport touring,65 out of 100. Show full rating and compare with other bikes,,987,,"In-line four, four-stroke",90,8000,,,222,,,,,10.2:1,67.0 x 70.0,2,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,100/90-18 ,130/90-17 ,Dual disc,,Single disc,,,,,260,,,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_100_rs_1986.php,https://bikez.com/pictures/bmw/1986/k 100 rs.jpg,BMW,BMW K 100 RS,1986,Touring,76.7 out of 100. Show full rating and compare with other bikes,,987,,"In-line four, four-stroke",90,8000,,,222,,,,,10.2:1,67.0 x 70.0,2,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,100/90-18 ,130/90-17 ,Dual disc,,Single disc,,,,,260,,,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_100_rs_1985.php,https://bikez.com/pictures/bmw/1985/k 100 rs.jpg,BMW,BMW K 100 RS,1985,Sport touring,73.9 out of 100. Show full rating and compare with other bikes,,987,,"In-line four, four-stroke",90,8000,,,222,,,,,10.2:1,67.0 x 70.0,2,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,100/90-18 ,130/90-17 ,Dual disc,,Single disc,,,,,260,,,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_100_rs_1984.php,https://bikez.com/pictures/bmw/1984/k 100 rs.jpg,BMW,BMW K 100 RS,1984,Touring,76.3 out of 100. Show full rating and compare with other bikes,,987,,"In-line four, four-stroke",90,8000,,,222,,,,,10.2:1,67.0 x 70.0,2,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,100/90-18 ,130/90-17 ,Dual disc,,Single disc,,,,,260,,,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_100_rs_1983.php,,BMW,BMW K 100 RS,1983,Touring,71.1 out of 100. Show full rating and compare with other bikes,,987,,"In-line four, four-stroke",90,8000,,,222,,,,,10.2:1,67.0 x 70.0,2,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,100/90-18 ,130/90-17 ,Dual disc,,Single disc,,,,,260,,,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_100_rs_abs_1988.php,https://bikez.com/pictures/bmw/1988/k 100 rs abs.jpg,BMW,BMW K 100 RS ABS,1988,Sport touring,63.6 out of 100. Show full rating and compare with other bikes,,980,,"In-line four, four-stroke",90,8000,86,6000,,,,,8650,10.0:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_100_rs_motorsport_1986.php,https://bikez.com/pictures/bmw/1986/k 100 rs motorsport.jpg,BMW,BMW K 100 RS Motorsport,1986,Sport touring,66.7 out of 100. Show full rating and compare with other bikes,,987,,"In-line four, four-stroke",90,8000,,,221,,,,,10.2:1,67.0 x 70.0,2,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,100/90-18 ,140/80-17 ,Dual disc,,Single disc,,,,,259,,,,,,,,,,,19.5,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_100_rt_1988.php,https://bikez.com/pictures/bmw/1988/k 100 rt.jpg,BMW,BMW K 100 RT,1988,Touring,83 out of 100. Show full rating and compare with other bikes,,987,,"In-line four, four-stroke",90,8000,,,206,,,,,10.2:1,67.0 x 70.0,2,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,100/90-18 ,130/90-17 ,Dual disc,,Single disc,,,,,272,,,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_100_rt_1987.php,https://bikez.com/pictures/bmw/1987/k 100 rt.jpg,BMW,BMW K 100 RT,1987,Touring,70.8 out of 100. Show full rating and compare with other bikes,,987,,"In-line four, four-stroke",90,8000,,,206,,,,,10.2:1,67.0 x 70.0,2,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,100/90-18 ,130/90-17 ,Dual disc,,Single disc,,,,,272,,,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_100_rt_1986.php,https://bikez.com/pictures/bmw/1986/k 100 rt.jpg,BMW,BMW K 100 RT,1986,Touring,73.6 out of 100. Show full rating and compare with other bikes,,987,,"In-line four, four-stroke",90,8000,,,206,,,,,10.2:1,67.0 x 70.0,2,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,100/90-18 ,130/90-17 ,Dual disc,,Single disc,,,,,272,,,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_100_rt_1985.php,https://bikez.com/pictures/bmw/1985/k 100 rt.jpg,BMW,BMW K 100 RT,1985,Touring,74.2 out of 100. Show full rating and compare with other bikes,,987,,"In-line four, four-stroke",90,8000,,,206,,,,,10.2:1,67.0 x 70.0,2,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,100/90-18 ,130/90-17 ,Dual disc,,Single disc,,,,,272,,,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_100_rt_1984.php,https://bikez.com/pictures/bmw/1984/k 100 rt.jpg,BMW,BMW K 100 RT,1984,Touring,68.7 out of 100. Show full rating and compare with other bikes,,987,,"In-line four, four-stroke",90,8000,,,206,,,,,10.2:1,67.0 x 70.0,2,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,100/90-18 ,130/90-17 ,Dual disc,,Single disc,,,,,272,,,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_1100_lt_1997.php,,BMW,BMW K 1100 LT,1997,Touring,71.4 out of 100. Show full rating and compare with other bikes,,1092,,"In-line four, four-stroke",100,7500,107,5500,210,,,,,,,4,,,,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,268,,0.3731,810,,,,,,,,,,,,,Electric,,,,,,,
https://bikez.com/motorcycles/bmw_k_1100_lt_1996.php,https://bikez.com/pictures/bmw/1996/k 1100 lt.jpg,BMW,BMW K 1100 LT,1996,Touring,71.3 out of 100. Show full rating and compare with other bikes,,1092,,"In-line four, four-stroke",100,7500,107,5500,,,,,,,,4,,,,,,5-speed,,,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,,268,,810,,,,,,,,,,,,,Electric,,,,,,,
https://bikez.com/motorcycles/bmw_k_1100_lt_1995.php,https://bikez.com/pictures/bmw/1995/k 1100 lt.jpg,BMW,BMW K 1100 LT,1995,Touring,73.1 out of 100. Show full rating and compare with other bikes,,1092,,"In-line four, four-stroke",100,7500,104.9,5500,,,,,,,,4,,,,,,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,270,,0.3704,810,,,,,,,,,,,,,Electric,,,,,,,
https://bikez.com/motorcycles/bmw_k_1100_lt_1994.php,https://bikez.com/pictures/bmw/1994/k 1100 lt.jpg,BMW,BMW K 1100 LT,1994,Unspecified category,67.1 out of 100. Show full rating and compare with other bikes,,1092,,"In-line four, four-stroke",100,7500,104.93,5500,,,,,,,,4,,,,,,5-speed,,,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,270,,0.3704,810,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_1100_lt_1993.php,https://bikez.com/pictures/bmw/1993/k 1100 lt.jpg,BMW,BMW K 1100 LT,1993,Unspecified category,69.3 out of 100. Show full rating and compare with other bikes,,1092,,"In-line four, four-stroke",100,7500,104.93,5500,,,,,,,,4,,,,,,5-speed,,,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,270,,0.3704,810,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_1100_lt_1992.php,https://bikez.com/pictures/bmw/1992/k 1100 lt.jpg,BMW,BMW K 1100 LT,1992,Touring,71.8 out of 100. Show full rating and compare with other bikes,,1092,,"In-line four, four-stroke",100,7500,,,207,,,,,11.0:1,70.5 x 70.0,4,,Double Overhead Cams/Twin Cam (DOHC),,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,100/80-18 ,140/80-17 ,Dual disc,,Single disc,,,,,290,,,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_1100_lt_high_line_1998.php,,BMW,BMW K 1100 LT High Line,1998,Touring,66 out of 100. Show full rating and compare with other bikes,,1092,,"In-line four, four-stroke",100,7500,107,5500,210,,,,,,,4,,,,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,265,,0.3774,810,,,,,,,,,,,,,Electric,,,,,,,
https://bikez.com/motorcycles/bmw_k_1100_lt_highline_1997.php,https://bikez.com/pictures/bmw/1997/k 1100 lt highline.jpg,BMW,BMW K 1100 LT Highline,1997,Touring,73 out of 100. Show full rating and compare with other bikes,,1092,,"In-line four, four-stroke",100,7500,107,5500,210,,,,,,,4,,,,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,268,,0.3731,810,,,,,,,,,,,,,Electric,,,,,,,
https://bikez.com/motorcycles/bmw_k_1100_lt_se_1995.php,,BMW,BMW K 1100 LT SE,1995,Touring,66.4 out of 100. Show full rating and compare with other bikes,,1092,,"In-line four, four-stroke",100,7500,104.9,5500,,,,,,,,4,,,,,,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,270,,0.3704,810,,,,,,,,,,,,,Electric,,,,,,"The K 1100 LT SE is basically the same as the K 1100 LT, but includes a few luxury devices.",
https://bikez.com/motorcycles/bmw_k_1100_lt_se_1994.php,https://bikez.com/pictures/bmw/1994/k 1100 lt se.jpg,BMW,BMW K 1100 LT SE,1994,Unspecified category,69.4 out of 100. Show full rating and compare with other bikes,,1092,,"In-line four, four-stroke",100,7500,104.93,5500,,,,,,,,4,,,,,,5-speed,,,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,270,,0.3704,810,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_1100_rs_1997.php,,BMW,BMW K 1100 RS,1997,Sport touring,68.3 out of 100. Show full rating and compare with other bikes,,1092,,"In-line four, four-stroke",101,7500,107,5500,210,,,,,,,4,,,,,Liquid,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,256,,0.3945,800,,,,,,,,,,,,,Electric,,,,,,,
https://bikez.com/motorcycles/bmw_k_1100_rs_1996.php,https://bikez.com/pictures/bmw/1996/k 1100 rs.jpg,BMW,BMW K 1100 RS,1996,Sport touring,72.8 out of 100. Show full rating and compare with other bikes,,1092,,"In-line four, four-stroke",100,7500,107,5500,,,,,,,,4,,,,,,5-speed,,,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,,268,,800,,,,,,,,,,,,,Electric,,,,,,,
https://bikez.com/motorcycles/bmw_k_1100_rs_1995.php,https://bikez.com/pictures/bmw/1995/k 1100 rs.jpg,BMW,BMW K 1100 RS,1995,Sport touring,66.3 out of 100. Show full rating and compare with other bikes,,1092,,"In-line four, four-stroke",100,7500,104.9,5500,,,,,,,,4,,,,,,5-speed,Shaft drive (cardan),,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,248,,0.4032,800,,,,,,,,,,,,,Electric,,,,,,,
https://bikez.com/motorcycles/bmw_k_1100_rs_1994.php,https://bikez.com/pictures/bmw/1994/k 1100 rs.jpg,BMW,BMW K 1100 RS,1994,Unspecified category,75 out of 100. Show full rating and compare with other bikes,,1092,,"In-line four, four-stroke",100,7500,104.93,5500,,,,,,,,4,,,,,,5-speed,,,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,248,,0.4032,800,,,,,,,,,22,,,,,,,,,,,
https://bikez.com/motorcycles/bmw_k_1100_rs_1993.php,https://bikez.com/pictures/bmw/1993/k 1100 rs.jpg,BMW,BMW K 1100 RS,1993,Unspecified category,72.4 out of 100. Show full rating and compare with other bikes,,1092,,"In-line four, four-stroke",100,7500,104.93,5500,,,,,,,,4,,,,,,5-speed,,,,,,,,,,,,,,,,,Dual disc,,Single disc,,,,248,,0.4032,800,,,,,,,,,22,,,,,,,,,,,
